id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
2979,Male,27,1,28,1,< 1 Year,No,21099,152,128,0
2980,Male,72,1,29,0,1-2 Year,Yes,48038,26,269,0
2981,Female,52,1,28,0,1-2 Year,Yes,38497,26,47,1
2982,Male,31,1,46,0,1-2 Year,Yes,27084,157,134,1
2983,Male,21,1,8,0,< 1 Year,Yes,71333,152,117,0
2984,Female,51,1,39,0,1-2 Year,Yes,37376,127,136,0
2985,Female,30,1,31,0,1-2 Year,Yes,2630,156,92,0
2986,Male,23,1,50,1,< 1 Year,No,47318,152,15,0
2987,Male,41,1,48,0,1-2 Year,Yes,2630,124,59,0
2988,Male,36,1,28,0,1-2 Year,Yes,37713,124,86,0
2989,Male,21,1,21,1,< 1 Year,No,28861,152,117,0
2990,Male,22,1,29,1,< 1 Year,No,19505,152,122,0
2991,Male,69,1,8,1,1-2 Year,No,30559,152,122,0
2992,Male,22,1,41,0,1-2 Year,Yes,32556,163,57,0
2993,Male,22,1,16,1,< 1 Year,Yes,28292,152,285,0
2994,Female,29,1,30,1,< 1 Year,No,22065,152,269,0
2995,Male,48,1,28,0,1-2 Year,Yes,47533,26,221,1
2996,Male,47,1,37,0,1-2 Year,Yes,29384,152,233,0
2997,Male,56,1,8,1,1-2 Year,No,47479,26,189,0
2998,Male,22,1,28,1,< 1 Year,No,29000,152,231,0
2999,Female,48,1,28,0,1-2 Year,Yes,45107,124,239,0
3000,Male,33,1,8,0,< 1 Year,Yes,43068,157,188,0
3001,Female,54,1,33,0,1-2 Year,Yes,2630,156,156,0
3002,Female,49,1,28,0,1-2 Year,No,51424,122,86,0
3003,Female,32,1,28,1,1-2 Year,No,33618,13,159,0
3004,Female,30,1,28,1,< 1 Year,No,71528,152,225,0
3005,Female,27,1,28,1,< 1 Year,No,29387,152,53,0
3006,Female,21,1,28,0,< 1 Year,Yes,38458,160,293,0
3007,Male,35,1,50,1,1-2 Year,No,46461,152,277,0
3008,Female,24,1,30,1,< 1 Year,No,25562,152,191,0
3009,Male,27,1,30,1,< 1 Year,No,58228,152,100,0
3010,Male,21,1,8,0,< 1 Year,Yes,35792,152,85,0
3011,Male,46,1,28,0,1-2 Year,Yes,42376,26,23,1
3012,Female,24,1,11,1,< 1 Year,No,24967,152,167,0
3013,Male,20,1,15,0,< 1 Year,Yes,37872,160,252,0
3014,Male,72,1,33,0,1-2 Year,No,41366,124,248,0
3015,Female,39,1,26,0,1-2 Year,Yes,27946,124,126,0
3016,Female,21,1,41,1,< 1 Year,No,27976,152,25,0
3017,Female,39,1,8,0,1-2 Year,Yes,2630,156,82,0
3018,Female,22,1,11,1,< 1 Year,No,34621,152,255,0
3019,Female,24,1,43,1,< 1 Year,No,30631,152,33,0
3020,Female,24,1,33,1,< 1 Year,No,30315,152,121,0
3021,Male,25,1,28,1,< 1 Year,No,24647,152,213,0
3022,Female,32,1,35,0,1-2 Year,Yes,2630,156,112,0
3023,Female,57,1,29,0,1-2 Year,Yes,46314,124,112,0
3024,Female,22,1,10,0,< 1 Year,Yes,24539,26,263,0
3025,Male,26,1,21,1,< 1 Year,No,24898,152,68,0
3026,Female,23,1,37,1,< 1 Year,No,2630,152,140,0
3027,Female,35,1,28,1,1-2 Year,Yes,23253,31,90,0
3028,Male,23,1,30,1,< 1 Year,No,39095,152,181,0
3029,Female,40,1,8,1,1-2 Year,No,21554,160,72,0
3030,Male,77,1,36,0,1-2 Year,Yes,38972,154,58,0
3031,Male,21,1,50,1,< 1 Year,No,44095,160,139,0
3032,Female,41,1,28,0,1-2 Year,No,33597,26,153,0
3033,Male,29,1,28,0,< 1 Year,Yes,36669,152,94,1
3034,Male,24,1,11,1,< 1 Year,No,22322,152,244,0
3035,Female,36,1,45,0,1-2 Year,Yes,2630,124,146,0
3036,Male,49,1,8,0,1-2 Year,Yes,45030,26,42,0
3037,Female,33,1,28,1,1-2 Year,No,30757,23,225,0
3038,Male,43,1,28,1,1-2 Year,No,32951,13,196,0
3039,Female,21,1,12,1,< 1 Year,No,25950,152,96,0
3040,Male,43,1,20,1,1-2 Year,No,2630,124,192,0
3041,Female,24,1,8,1,< 1 Year,No,40532,152,268,0
3042,Male,43,1,28,1,1-2 Year,No,43166,26,232,0
3043,Female,30,1,33,1,1-2 Year,No,2630,26,131,0
3044,Female,41,1,15,1,1-2 Year,No,30373,124,97,0
3045,Female,49,1,33,0,1-2 Year,Yes,27549,124,258,0
3046,Male,52,1,39,0,1-2 Year,Yes,2630,26,51,0
3047,Male,28,1,41,1,< 1 Year,No,23561,152,299,0
3048,Male,20,1,50,1,< 1 Year,No,47134,160,17,0
3049,Male,22,1,32,0,< 1 Year,Yes,30848,26,218,0
3050,Female,30,1,28,1,< 1 Year,Yes,2630,156,193,0
3051,Male,25,1,33,1,< 1 Year,No,30406,151,30,0
3052,Female,23,1,8,1,< 1 Year,No,56163,152,263,0
3053,Female,32,1,28,1,< 1 Year,No,26708,152,68,0
3054,Female,45,1,28,0,1-2 Year,Yes,2630,124,270,0
3055,Male,46,1,13,0,1-2 Year,Yes,34186,26,99,0
3056,Female,40,1,36,0,1-2 Year,No,2630,156,87,0
3057,Female,24,1,8,1,< 1 Year,No,60666,152,290,0
3058,Female,31,1,15,1,< 1 Year,No,35593,152,143,0
3059,Male,26,1,8,1,< 1 Year,No,56683,26,126,0
3060,Female,33,1,28,0,1-2 Year,Yes,25892,124,245,0
3061,Female,22,1,47,1,< 1 Year,No,40251,152,232,0
3062,Female,65,1,28,0,1-2 Year,Yes,29083,26,30,0
3063,Male,43,1,14,0,1-2 Year,Yes,40870,124,230,0
3064,Female,61,1,46,0,1-2 Year,Yes,23593,156,10,1
3065,Male,23,1,15,1,< 1 Year,No,43731,160,204,0
3066,Female,21,1,46,0,< 1 Year,Yes,34134,160,34,0
3067,Female,23,1,27,0,< 1 Year,No,25116,26,185,0
3068,Male,51,1,1,0,1-2 Year,Yes,2630,124,175,0
3069,Male,21,1,14,1,< 1 Year,No,23437,152,36,0
3070,Female,39,1,11,0,1-2 Year,Yes,24495,124,260,0
3071,Female,32,1,28,1,< 1 Year,No,38487,152,298,0
3072,Female,24,1,41,1,< 1 Year,No,39233,152,286,0
3073,Male,45,1,28,0,1-2 Year,Yes,48071,124,76,0
3074,Male,68,1,28,0,1-2 Year,Yes,43613,26,283,0
3075,Female,64,1,28,0,1-2 Year,No,30165,26,164,0
3076,Male,22,1,46,0,< 1 Year,No,39948,152,66,0
3077,Male,47,1,31,0,1-2 Year,Yes,2630,157,45,1
3078,Male,48,1,24,0,1-2 Year,Yes,29339,26,120,0
3079,Female,21,1,9,0,< 1 Year,Yes,32895,160,40,0
3080,Male,28,1,29,1,< 1 Year,No,35344,152,13,0
3081,Male,29,1,8,1,< 1 Year,No,34032,152,166,0
3082,Female,28,1,2,0,< 1 Year,Yes,31828,152,24,0
3083,Female,25,1,22,1,< 1 Year,No,26818,152,234,0
3084,Male,53,1,28,1,1-2 Year,No,57389,122,197,0
3085,Male,67,1,28,1,1-2 Year,No,29200,124,107,0
3086,Female,23,1,29,1,< 1 Year,No,25913,152,249,0
3087,Male,30,1,15,0,< 1 Year,No,43761,152,135,0
3088,Male,52,1,28,0,1-2 Year,No,40847,26,238,0
3089,Male,41,1,23,0,1-2 Year,Yes,36928,124,212,1
3090,Female,22,1,6,1,< 1 Year,No,50464,152,40,0
3091,Female,23,1,32,0,< 1 Year,Yes,31420,152,217,0
3092,Male,31,1,46,1,< 1 Year,No,34416,152,26,0
3093,Male,43,1,36,0,1-2 Year,Yes,29111,124,273,1
3094,Female,44,1,28,1,1-2 Year,No,34170,124,261,0
3095,Male,30,1,21,1,1-2 Year,No,30596,124,260,0
3096,Male,69,1,28,0,1-2 Year,No,40395,153,96,0
3097,Male,26,1,35,1,< 1 Year,No,36693,26,193,0
3098,Female,46,1,28,0,1-2 Year,Yes,41787,124,143,0
3099,Male,59,1,46,0,1-2 Year,Yes,51376,91,265,0
3100,Female,50,1,28,0,1-2 Year,Yes,41230,26,107,0
3101,Female,54,1,8,0,1-2 Year,Yes,29836,157,93,1
3102,Male,68,1,28,1,1-2 Year,No,34719,24,296,0
3103,Male,63,1,28,0,1-2 Year,Yes,49995,13,183,0
3104,Male,22,1,28,1,< 1 Year,No,35392,152,96,0
3105,Female,31,1,47,0,< 1 Year,Yes,27408,152,291,0
3106,Female,21,1,8,0,< 1 Year,Yes,49462,152,247,0
3107,Male,25,1,49,0,1-2 Year,Yes,2630,124,137,0
3108,Female,60,1,28,0,1-2 Year,Yes,46057,26,200,0
3109,Male,44,1,45,0,1-2 Year,Yes,30260,124,111,1
3110,Male,43,1,45,0,1-2 Year,No,27815,29,111,0
3111,Female,33,1,29,0,1-2 Year,Yes,32968,124,150,0
3112,Male,43,1,41,0,1-2 Year,No,2630,12,202,0
3113,Female,64,1,14,0,1-2 Year,Yes,45587,26,102,0
3114,Male,21,1,36,0,1-2 Year,Yes,38553,124,31,0
3115,Male,23,1,8,1,< 1 Year,No,2630,160,32,0
3116,Male,48,1,8,0,1-2 Year,Yes,26122,124,50,0
3117,Female,50,1,28,0,1-2 Year,Yes,48149,26,260,0
3118,Female,40,1,28,1,1-2 Year,No,51913,26,55,0
3119,Female,46,1,36,0,1-2 Year,Yes,29147,124,142,1
3120,Male,57,1,28,0,1-2 Year,Yes,43439,25,80,0
3121,Male,27,1,18,1,< 1 Year,No,41371,152,83,0
3122,Male,41,1,28,0,1-2 Year,Yes,40671,124,33,1
3123,Female,37,1,21,1,1-2 Year,No,26590,152,21,0
3124,Female,26,1,46,1,< 1 Year,No,25078,152,294,0
3125,Male,74,1,28,0,1-2 Year,Yes,35637,124,53,0
3126,Male,35,1,28,0,1-2 Year,Yes,40676,154,57,1
3127,Female,23,1,18,1,< 1 Year,No,2630,160,228,0
3128,Male,24,1,13,1,< 1 Year,No,2630,153,123,0
3129,Male,41,1,20,0,> 2 Years,Yes,2630,124,239,0
3130,Male,41,1,41,0,1-2 Year,Yes,30589,30,211,0
3131,Female,22,1,46,1,< 1 Year,No,30234,160,22,0
3132,Male,22,1,33,1,< 1 Year,No,30873,152,70,0
3133,Male,26,1,30,1,< 1 Year,No,30250,152,117,0
3134,Male,30,1,35,1,< 1 Year,No,2630,26,270,0
3135,Male,37,1,33,0,1-2 Year,Yes,34258,138,145,1
3136,Male,25,1,8,1,< 1 Year,No,26073,152,176,0
3137,Female,51,1,28,0,1-2 Year,Yes,55739,26,90,0
3138,Female,23,1,41,1,< 1 Year,No,22979,152,282,0
3139,Male,28,1,30,1,< 1 Year,No,29321,152,281,0
3140,Male,31,1,3,0,1-2 Year,Yes,19028,124,295,1
3141,Female,24,1,3,0,< 1 Year,Yes,20256,152,10,0
3142,Female,22,1,32,0,< 1 Year,Yes,30838,152,57,0
3143,Male,60,1,1,1,1-2 Year,No,2630,26,216,0
3144,Female,28,1,35,1,< 1 Year,Yes,2630,160,73,0
3145,Female,25,1,36,1,< 1 Year,No,42288,152,21,0
3146,Male,52,1,1,0,1-2 Year,Yes,2630,124,83,0
3147,Female,25,1,28,1,< 1 Year,No,36091,152,257,0
3148,Female,31,1,28,0,1-2 Year,Yes,21804,157,285,1
3149,Female,43,1,28,0,1-2 Year,Yes,32376,26,154,0
3150,Female,28,1,8,1,< 1 Year,No,28191,152,68,0
3151,Female,41,1,41,0,1-2 Year,No,42123,26,55,0
3152,Female,38,1,15,1,1-2 Year,No,2630,124,205,0
3153,Male,43,1,28,0,1-2 Year,Yes,25462,26,105,0
3154,Male,43,1,28,1,1-2 Year,Yes,32777,156,47,0
3155,Male,60,1,18,0,1-2 Year,Yes,33591,124,25,0
3156,Male,61,1,30,0,1-2 Year,Yes,23415,26,67,0
3157,Female,23,1,10,0,< 1 Year,Yes,28917,152,73,0
3158,Male,26,1,28,1,< 1 Year,No,28291,152,194,0
3159,Male,59,1,28,0,> 2 Years,Yes,2630,124,33,1
3160,Male,21,1,47,0,< 1 Year,Yes,26063,159,77,1
3161,Male,22,1,50,0,< 1 Year,Yes,35319,152,116,0
3162,Female,35,1,15,1,1-2 Year,No,29737,152,275,0
3163,Female,40,1,7,0,1-2 Year,Yes,35599,21,146,1
3164,Male,31,1,37,0,< 1 Year,Yes,37059,152,271,0
3165,Female,45,1,46,0,1-2 Year,Yes,31628,124,53,1
3166,Female,22,1,17,1,< 1 Year,No,28515,152,227,0
3167,Male,30,1,11,1,< 1 Year,No,28275,152,125,0
3168,Male,60,1,28,0,1-2 Year,Yes,43409,26,60,0
3169,Male,53,1,31,0,1-2 Year,Yes,2630,26,60,0
3170,Female,27,1,50,1,< 1 Year,No,23003,152,96,0
3171,Female,24,1,8,1,< 1 Year,No,26817,152,252,0
3172,Male,25,1,15,1,< 1 Year,No,30410,152,83,0
3173,Male,51,1,28,0,1-2 Year,No,2630,55,129,0
3174,Male,48,1,28,0,1-2 Year,No,52398,26,245,0
3175,Female,49,1,28,1,1-2 Year,No,2630,124,123,0
3176,Male,22,1,28,0,< 1 Year,Yes,26265,152,222,0
3177,Male,27,1,12,0,1-2 Year,Yes,28029,26,143,0
3178,Female,27,1,24,1,< 1 Year,No,28783,152,209,0
3179,Female,32,1,8,0,1-2 Year,Yes,35824,124,120,0
3180,Female,22,1,46,0,< 1 Year,Yes,32858,152,37,0
3181,Male,42,1,28,0,> 2 Years,Yes,29614,154,109,0
3182,Male,30,1,28,0,1-2 Year,Yes,34591,156,268,1
3183,Male,22,1,6,1,< 1 Year,No,2630,160,178,0
3184,Male,42,1,28,0,1-2 Year,Yes,43335,26,21,0
3185,Female,35,1,28,0,1-2 Year,Yes,29318,124,258,0
3186,Female,51,1,28,0,1-2 Year,Yes,44852,122,186,0
3187,Female,21,1,8,1,< 1 Year,No,37899,160,289,0
3188,Female,36,1,43,0,1-2 Year,No,33685,124,40,0
3189,Male,54,1,1,0,1-2 Year,No,2630,124,220,0
3190,Female,42,1,3,0,1-2 Year,Yes,2630,157,78,0
3191,Male,51,1,0,1,1-2 Year,No,2630,60,12,0
3192,Female,51,1,28,0,1-2 Year,Yes,36524,26,260,0
3193,Female,68,1,36,1,1-2 Year,No,41540,26,19,0
3194,Male,67,1,28,1,1-2 Year,No,26084,60,24,0
3195,Male,42,1,15,1,1-2 Year,No,31244,152,104,0
3196,Male,45,1,34,0,> 2 Years,Yes,32314,26,186,0
3197,Male,60,1,8,0,1-2 Year,No,31703,26,114,0
3198,Female,44,1,46,1,1-2 Year,No,25178,124,46,0
3199,Male,78,1,29,0,> 2 Years,Yes,39572,26,280,0
3200,Male,32,1,8,1,< 1 Year,No,30005,152,271,0
3201,Male,67,1,48,0,1-2 Year,Yes,2630,96,42,0
3202,Male,24,1,28,1,< 1 Year,No,37421,152,150,0
3203,Male,44,1,28,0,1-2 Year,Yes,41446,61,239,0
3204,Male,52,1,28,0,1-2 Year,Yes,40645,26,295,0
3205,Male,26,1,32,1,< 1 Year,No,2630,152,137,0
3206,Male,25,1,40,0,< 1 Year,Yes,18570,152,206,0
3207,Male,29,1,13,1,< 1 Year,No,16528,152,240,0
3208,Female,26,1,28,1,< 1 Year,No,48309,152,11,0
3209,Male,47,1,8,1,1-2 Year,No,31352,26,200,0
3210,Female,46,1,28,0,1-2 Year,Yes,38787,26,256,1
3211,Male,26,1,36,1,< 1 Year,No,29438,152,185,0
3212,Male,51,1,14,0,1-2 Year,No,28648,26,270,0
3213,Female,29,1,46,1,< 1 Year,No,33191,152,225,0
3214,Female,23,1,12,1,< 1 Year,No,25941,152,192,0
3215,Male,71,1,8,0,1-2 Year,Yes,2630,156,82,0
3216,Male,45,1,43,0,1-2 Year,No,25112,124,60,0
3217,Male,48,1,28,0,1-2 Year,Yes,34822,26,29,0
3218,Male,22,1,28,1,< 1 Year,No,21280,152,120,0
3219,Male,30,1,28,1,< 1 Year,No,26280,152,67,0
3220,Female,58,1,28,1,1-2 Year,No,38562,26,176,0
3221,Female,21,1,46,1,< 1 Year,No,33880,152,197,0
3222,Female,24,1,25,1,< 1 Year,No,18748,152,146,0
3223,Male,36,1,8,0,1-2 Year,Yes,2630,26,119,0
3224,Female,24,1,41,0,< 1 Year,Yes,32192,152,85,1
3225,Male,32,1,21,1,< 1 Year,No,2630,152,133,0
3226,Female,24,1,28,0,< 1 Year,Yes,48186,163,178,0
3227,Female,21,1,25,1,< 1 Year,No,35394,160,79,0
3228,Female,22,1,46,1,< 1 Year,No,29583,152,293,0
3229,Female,61,1,50,1,1-2 Year,Yes,36455,8,206,0
3230,Male,46,1,38,1,1-2 Year,No,33396,124,159,0
3231,Male,40,1,28,0,1-2 Year,Yes,50210,124,128,0
3232,Male,53,1,6,0,> 2 Years,Yes,47502,124,108,0
3233,Female,29,1,8,1,< 1 Year,No,36908,152,92,0
3234,Female,22,1,28,0,1-2 Year,Yes,35708,26,236,0
3235,Male,21,1,36,0,< 1 Year,Yes,33730,160,97,0
3236,Male,59,1,48,0,> 2 Years,Yes,2630,15,36,0
3237,Female,25,1,3,1,< 1 Year,No,25540,152,274,0
3238,Female,44,1,8,1,1-2 Year,Yes,2630,157,221,0
3239,Male,26,1,18,1,< 1 Year,No,25227,152,150,0
3240,Female,25,1,28,0,< 1 Year,No,34424,152,59,0
3241,Male,26,1,46,1,< 1 Year,No,30797,152,140,0
3242,Male,44,1,28,0,> 2 Years,Yes,36893,26,245,0
3243,Male,21,1,41,1,1-2 Year,No,27626,156,54,0
3244,Female,21,1,36,1,< 1 Year,No,2630,152,47,0
3245,Female,51,1,28,0,1-2 Year,Yes,29740,157,272,0
3246,Male,48,1,8,0,1-2 Year,Yes,30425,124,295,1
3247,Female,48,1,28,0,1-2 Year,No,24914,122,106,0
3248,Male,24,1,21,1,< 1 Year,No,2630,160,240,0
3249,Female,39,1,14,0,1-2 Year,Yes,22894,26,112,0
3250,Female,28,1,41,1,< 1 Year,No,51753,152,31,0
3251,Female,33,1,28,0,< 1 Year,Yes,37009,124,145,0
3252,Male,74,1,15,0,1-2 Year,Yes,30192,26,55,0
3253,Male,57,1,16,1,1-2 Year,No,24708,26,167,0
3254,Male,24,1,8,1,< 1 Year,No,2630,152,114,0
3255,Female,24,1,2,0,< 1 Year,No,34178,152,108,0
3256,Male,56,1,28,0,1-2 Year,Yes,45111,124,272,0
3257,Female,48,1,50,0,1-2 Year,Yes,28249,30,136,1
3258,Male,22,1,36,0,< 1 Year,No,36309,160,258,0
3259,Male,38,1,30,1,1-2 Year,No,24660,152,17,0
3260,Female,23,1,8,1,< 1 Year,No,31143,151,30,0
3261,Female,27,1,8,0,< 1 Year,Yes,2630,152,207,0
3262,Male,54,1,28,0,1-2 Year,Yes,22758,122,196,0
3263,Female,44,1,41,0,1-2 Year,Yes,20238,26,242,0
3264,Male,24,1,41,1,< 1 Year,No,25778,152,57,0
3265,Female,21,1,26,0,< 1 Year,Yes,2630,152,278,0
3266,Female,25,1,21,1,< 1 Year,No,2630,152,269,0
3267,Female,40,1,49,1,1-2 Year,No,40876,152,262,0
3268,Male,45,1,12,0,> 2 Years,Yes,2630,26,80,0
3269,Female,27,1,47,1,< 1 Year,No,34431,152,197,0
3270,Male,51,1,28,0,1-2 Year,Yes,24347,26,99,0
3271,Female,66,1,8,0,1-2 Year,Yes,39735,26,273,0
3272,Female,47,1,1,0,1-2 Year,Yes,2630,124,40,0
3273,Female,74,1,28,1,1-2 Year,No,40876,37,253,0
3274,Female,23,1,28,0,< 1 Year,Yes,59697,156,244,1
3275,Male,66,1,28,0,1-2 Year,Yes,54789,26,179,1
3276,Female,21,1,28,0,< 1 Year,Yes,31807,124,278,0
3277,Male,47,1,39,1,1-2 Year,Yes,41988,26,54,0
3278,Male,44,1,28,0,1-2 Year,Yes,43576,124,223,0
3279,Female,24,1,13,0,< 1 Year,Yes,30802,151,210,0
3280,Male,54,1,28,1,1-2 Year,No,30637,13,197,0
3281,Female,41,1,28,1,1-2 Year,No,32811,156,263,0
3282,Male,24,1,8,1,< 1 Year,No,27347,152,18,0
3283,Male,28,1,11,1,< 1 Year,No,30803,152,125,0
3284,Male,28,1,30,1,< 1 Year,No,23414,152,115,0
3285,Male,49,1,13,0,1-2 Year,Yes,27318,124,156,0
3286,Male,31,1,15,0,< 1 Year,No,34150,152,12,0
3287,Male,42,1,28,0,1-2 Year,Yes,29206,26,177,0
3288,Female,39,1,36,0,1-2 Year,Yes,2630,124,203,0
3289,Male,41,1,28,0,1-2 Year,Yes,2630,13,180,0
3290,Female,60,1,41,0,1-2 Year,Yes,30810,152,165,0
3291,Male,32,1,49,0,1-2 Year,Yes,2630,156,197,1
3292,Female,42,1,8,1,1-2 Year,No,38488,152,243,0
3293,Female,24,1,14,1,< 1 Year,No,19960,152,157,0
3294,Male,24,1,28,0,< 1 Year,Yes,20461,152,41,1
3295,Female,36,1,24,0,1-2 Year,Yes,2630,160,183,0
3296,Female,49,1,1,0,1-2 Year,Yes,2630,26,297,0
3297,Male,22,1,6,1,< 1 Year,No,38323,152,267,0
3298,Male,23,1,2,0,< 1 Year,Yes,37472,152,243,0
3299,Male,23,1,19,0,< 1 Year,No,27277,152,95,0
3300,Male,51,1,35,1,1-2 Year,No,35873,124,78,0
3301,Male,21,1,8,0,< 1 Year,Yes,37358,160,165,0
3302,Female,51,1,28,1,1-2 Year,No,41219,26,171,0
3303,Female,27,1,28,1,< 1 Year,No,44380,152,201,0
3304,Female,64,1,28,1,1-2 Year,No,42772,124,238,0
3305,Male,21,1,47,1,< 1 Year,No,35542,152,10,0
3306,Male,68,1,47,0,1-2 Year,Yes,32431,124,33,0
3307,Male,72,1,8,1,1-2 Year,No,35129,26,41,0
3308,Male,26,1,8,1,1-2 Year,No,34820,124,220,0
3309,Female,22,1,41,0,< 1 Year,Yes,36468,163,25,1
3310,Male,59,1,28,0,1-2 Year,Yes,51813,124,299,0
3311,Male,59,1,29,1,1-2 Year,No,29675,26,84,0
3312,Male,56,1,3,0,> 2 Years,Yes,26039,26,278,0
3313,Male,77,1,28,1,1-2 Year,No,38923,152,172,0
3314,Male,27,1,29,1,< 1 Year,No,37443,152,291,0
3315,Female,24,1,21,1,< 1 Year,No,20552,152,25,0
3316,Female,25,1,8,1,< 1 Year,No,28132,152,74,0
3317,Female,46,1,28,0,1-2 Year,No,2630,156,126,0
3318,Male,24,1,9,1,< 1 Year,No,2630,152,100,0
3319,Female,40,1,15,0,1-2 Year,Yes,2630,124,45,0
3320,Female,28,1,31,1,< 1 Year,No,2630,152,19,0
3321,Male,54,1,33,0,1-2 Year,Yes,2630,26,237,0
3322,Female,24,1,15,1,< 1 Year,Yes,38017,152,33,0
3323,Male,48,1,28,0,1-2 Year,Yes,38852,26,145,0
3324,Female,24,1,41,1,< 1 Year,No,24892,152,193,0
3325,Female,47,1,28,0,1-2 Year,Yes,62547,26,56,0
3326,Female,21,1,29,1,< 1 Year,No,30967,152,231,0
3327,Male,73,1,8,0,1-2 Year,No,55949,26,275,0
3328,Male,45,1,28,0,1-2 Year,Yes,52653,122,257,0
3329,Male,56,1,28,0,1-2 Year,Yes,50059,26,102,0
3330,Female,27,1,30,1,< 1 Year,No,29967,152,263,0
3331,Female,65,1,46,1,1-2 Year,No,23166,26,62,0
3332,Female,47,1,39,0,1-2 Year,Yes,38123,124,126,1
3333,Male,26,1,7,1,< 1 Year,No,41238,152,287,0
3334,Female,39,1,46,0,1-2 Year,Yes,37672,26,125,1
3335,Female,72,1,8,0,1-2 Year,Yes,31050,152,136,0
3336,Male,64,1,28,0,1-2 Year,Yes,33881,122,211,0
3337,Male,22,1,17,1,< 1 Year,No,26752,152,22,0
3338,Female,24,1,11,1,< 1 Year,No,31659,152,257,0
3339,Female,40,1,41,1,1-2 Year,No,30668,26,215,0
3340,Female,24,1,47,0,< 1 Year,Yes,30587,152,298,1
3341,Male,42,1,24,0,1-2 Year,Yes,38327,124,58,0
3342,Male,22,1,8,0,< 1 Year,Yes,36738,160,18,0
3343,Male,45,1,8,0,1-2 Year,Yes,39941,124,34,0
3344,Male,31,1,30,1,< 1 Year,No,26514,152,58,0
3345,Male,40,1,28,0,1-2 Year,Yes,50165,122,66,0
3346,Female,27,1,28,1,< 1 Year,No,39848,152,237,0
3347,Male,24,1,28,1,< 1 Year,No,49647,151,65,0
3348,Female,25,1,28,0,< 1 Year,Yes,51615,152,125,0
3349,Male,55,1,29,0,1-2 Year,Yes,23527,124,258,0
3350,Male,51,1,41,0,1-2 Year,Yes,39709,124,41,1
3351,Male,27,1,33,1,< 1 Year,No,25457,152,47,0
3352,Female,64,1,1,0,> 2 Years,Yes,2630,124,66,0
3353,Male,50,1,30,0,1-2 Year,Yes,24920,124,224,0
3354,Male,23,1,13,1,< 1 Year,No,17827,152,208,0
3355,Female,66,1,28,0,> 2 Years,Yes,26700,124,39,0
3356,Female,61,1,28,1,1-2 Year,No,41437,122,262,0
3357,Male,24,1,16,0,1-2 Year,Yes,27584,26,31,0
3358,Male,51,1,2,1,1-2 Year,No,23250,152,208,0
3359,Male,57,1,8,1,1-2 Year,No,43018,124,182,0
3360,Male,51,1,8,1,1-2 Year,No,41372,30,110,0
3361,Female,46,1,48,0,1-2 Year,Yes,2630,26,139,0
3362,Male,26,1,6,1,< 1 Year,No,25265,152,106,0
3363,Female,34,1,25,1,1-2 Year,No,24637,152,214,0
3364,Male,62,1,28,0,1-2 Year,Yes,34836,26,241,1
3365,Female,26,1,6,1,< 1 Year,No,30648,152,94,0
3366,Male,47,1,28,0,1-2 Year,Yes,2630,122,37,0
3367,Female,42,1,28,1,1-2 Year,No,2630,26,175,0
3368,Female,38,1,41,0,1-2 Year,Yes,33744,12,32,1
3369,Female,24,1,28,1,< 1 Year,No,40698,152,84,0
3370,Female,26,1,18,1,< 1 Year,No,45914,152,91,0
3371,Female,24,1,43,0,< 1 Year,Yes,27756,152,98,0
3372,Male,36,1,39,0,1-2 Year,Yes,2630,124,145,0
3373,Male,56,1,50,0,> 2 Years,Yes,35936,3,121,1
3374,Female,47,1,49,0,1-2 Year,Yes,2630,26,15,1
3375,Male,24,1,15,0,< 1 Year,Yes,44335,152,109,0
3376,Female,21,1,37,1,< 1 Year,Yes,2630,152,195,0
3377,Male,77,1,50,1,1-2 Year,No,40507,8,267,0
3378,Male,28,1,29,1,< 1 Year,No,37209,152,41,0
3379,Female,21,1,28,0,< 1 Year,Yes,40087,124,92,0
3380,Male,45,1,36,0,1-2 Year,Yes,2630,157,170,0
3381,Male,38,1,37,0,1-2 Year,Yes,31394,124,76,1
3382,Female,31,1,28,0,1-2 Year,Yes,28668,156,139,0
3383,Male,55,1,47,0,< 1 Year,Yes,32251,152,174,0
3384,Male,32,1,28,0,< 1 Year,Yes,23484,152,129,0
3385,Female,50,1,28,0,1-2 Year,Yes,35974,26,177,1
3386,Female,53,1,28,0,1-2 Year,Yes,35760,26,266,0
3387,Female,39,1,37,0,< 1 Year,No,2630,1,74,1
3388,Male,61,1,11,0,1-2 Year,Yes,30873,26,148,1
3389,Female,33,1,28,0,< 1 Year,Yes,52410,154,12,0
3390,Male,43,1,8,0,1-2 Year,Yes,2630,26,153,0
3391,Female,76,1,3,0,1-2 Year,Yes,23632,26,92,0
3392,Female,42,1,41,1,1-2 Year,No,35896,12,55,0
3393,Male,21,1,8,1,< 1 Year,No,72560,160,135,0
3394,Male,60,1,28,0,1-2 Year,Yes,44747,152,17,0
3395,Male,52,1,11,0,1-2 Year,Yes,36911,26,263,0
3396,Male,25,1,8,1,< 1 Year,No,30590,152,63,0
3397,Male,22,1,28,1,< 1 Year,No,28591,152,100,0
3398,Male,32,1,28,0,< 1 Year,Yes,21256,152,175,1
3399,Male,39,1,43,0,< 1 Year,No,2630,1,141,0
3400,Female,25,1,10,1,< 1 Year,No,33930,152,78,0
